tier,category,specialty,designation_type,specialty_code,provider_count_requirement,travel_time_requirement,enrollees_per_provider,source
2,Pediatric Medical Specialties,Pediatric Cardiology,Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Pediatric Medical Specialties,Pediatric Dermatology,Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Pediatric Medical Specialties,Pediatric Endocrinology,Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Pediatric Medical Specialties,Pediatric ENT,Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Pediatric Medical Specialties,Pediatric Gastroenterology,Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Pediatric Medical Specialties,Pediatric General Surgery,Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Pediatric Medical Specialties,Pediatric Hematology/Oncology,Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Pediatric Medical Specialties,Pediatric Infectious Disease,Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Pediatric Medical Specialties,Pediatric Nephrology,Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Pediatric Medical Specialties,Pediatric Neurology,Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Pediatric Medical Specialties,Pediatric Ophthalmology,Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Pediatric Medical Specialties,Pediatric Optometry,Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Pediatric Medical Specialties,Pediatric Orthopedics,Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Pediatric Medical Specialties,Pediatric Rheumatology,Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Pediatric Medical Specialties,Pediatric Urology,Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Pediatric Medical Specialties,Pediatric Vascular Surgery,Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Obstetrics/Gynecology,Obstetrics/Gynecology,Contract category,"2 within 30 min/30 miles (urban) / 2 within 45 min/45 miles (rural)",2 within 30 min/30 miles (urban) / 2 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Behavioral Health,Behavioral Health Providers,Mental Health,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Behavioral Health,Behavioral Health Facilities,Mental Health,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Behavioral Health,Community Service Boards,Mental Health,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,GeoAccess Report
2,Behavioral Health,Psychiatric Residential Treatment Facilities (PRTFs),Mental Health,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,GeoAccess Report
2,Behavioral Health,Psychologists,Mental Health,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,GeoAccess Report
2,Behavioral Health,Psychiatrists,Mental Health,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,GeoAccess Report
2,Behavioral Health,ASD (Autism Spectrum Disorder) Treatment Providers,Mental Health,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,GeoAccess Report
2,Behavioral Health,Narcotic Treatment Programs,Mental Health,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,GeoAccess Report
2,Behavioral Health,Licensed Counselors and Social Workers,Mental Health,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,GeoAccess Report
2,Dental,General Dental Providers,Contract category,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Dental,Dental Subspecialty Providers,Contract category,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Other Services/Dialysis,Dialysis,Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,GeoAccess Report
2,Other Services/DME,DME (Durable Medical Equipment),Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,GeoAccess Report
2,Other Services/FQHC,RHCs and FQHCs,Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,GeoAccess Report
2,Other Services/Home Health,Home Health and Infusion Services,Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,GeoAccess Report
2,Other Services/Hospitals,Hospitals,Contract category,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Other Services/Lab,Outpatient Laboratory Services,Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,GeoAccess Report
2,Other Services/Radiology,Outpatient Radiology Services,Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,GeoAccess Report
2,Other Services/Pharmacy,Pharmacy,Contract category,"1 within 15 min/15 miles, 24/7 (urban) / 1 within 30 min/30 miles with after-hours (rural)","1 within 15 min/15 miles, 24/7 (urban) / 1 within 30 min/30 miles with after-hours (rural)",,,Georgia Families Contract Figure 1; GeoAccess Report
2,Other Services/Audiology,Audiology,Specialist,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,GeoAccess Report
2,Other Services/Therapy,Occupational Therapy,Therapy,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Other Services/Therapy,Physical Therapy,Therapy,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Other Services/Therapy,Speech Therapy,Therapy,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1; GeoAccess Report
2,Other Services/Vision,Vision Providers (Optometry),Contract category,"1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural)",1 within 30 min/30 miles (urban) / 1 within 45 min/45 miles (rural),,,Georgia Families Contract Figure 1
